url,domain,outlet_names,markets,http_status,known_issue
https://abcnews.go.com/Politics/rnc-moves-ahead-efforts-midterms-convention/story?id=129497382,abcnews.go.com,ABC News,republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/ron-desantis-says-no-2028-presidential-ambitions/story?id=129412345,abcnews.go.com,ABC News,republican-presidential-nominee-2028,404,
https://abcnews.go.com/Politics/rubio-claims-us-running-direction-venezuela-situation/story?id=128885145,abcnews.go.com,abcnews.go.com,republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/states-host-1st-democratic-primaries-dnc-decide-amid/story?id=129278874,abcnews.go.com,ABC News,republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/texas-senate-primary-candidate-talarico-responds-allegations-called/story?id=129782263,abcnews.go.com,ABC News,texas-republican-senate-primary-winner,200,
https://abcnews.go.com/Politics/turning-point-set-boost-jd-vance-president-key/story?id=128634073,abcnews.go.com,ABC News,democratic-presidential-nominee-2028; presidential-election-winner-2028; republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/us-voters-widely-opposed-taking-greenland-military-force/story?id=129280864,abcnews.go.com,ABC News,republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/vance-casts-tiebreaking-vote-kill-venezuela-war-powers/story?id=129219762,abcnews.go.com,ABC News,republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/vice-president-vance-people-attack-wife-eat/story?id=128628416,abcnews.go.com,ABC News,presidential-election-winner-2028; republican-presidential-nominee-2028,200,
https://abcnews.go.com/Politics/video/democratic-wins-texas-backlash-extremism-talarico-129783687,abcnews.go.com,ABC News,texas-republican-senate-primary-winner,200,
https://abcnews.go.com/US/haul-drives-crowd-los-angeles-anti-iranian-regime/story?id=129112878,abcnews.go.com,ABC News,los-angeles-mayoral-election-117,200,
https://abcnews.go.com/US/trump-meet-venezuelan-opposition-leader-mara-corina-machado/story?id=129234741,abcnews.go.com,ABC News; AP News,nobel-peace-prize-winner-2026-139,200,wrong_outlet
https://abcnews.go.com/US/video/concerned-winter-storm-129493859,abcnews.go.com,ABC News,nobel-peace-prize-winner-2026-139,200,
https://abcnews.go.com/US/wireStory/democrat-taylor-rehmet-wins-reliably-republican-texas-state-129747013,abcnews.go.com,ABC News,texas-republican-senate-primary-winner,404,
https://abcnews.go.com/alerts/gavinnewsom/,abcnews.go.com,ABC News,democratic-presidential-nominee-2028,200,
https://abcnews.go.com/alerts/jdvance/,abcnews.go.com,ABC News,presidential-election-winner-2028,200,
https://ae.usembassy.gov/security-alert-u-s-mission-to-the-united-arab-emirates-may-4-2026/,ae.usembassy.gov,U.S. Embassy UAE,iran-closes-its-airspace-by,200,
https://aibusinessweekly.net/p/us-export-control-anthropic-claude-fable-mythos-foreign-access-2026,aibusinessweekly.net,AI Business Weekly,claude-fable-5-restored-for-us-customers-by-20260613193753196,200,
https://airmail.news/issues/2026-2-21/disclosure-day-is-now,airmail.news,Air Mail,will-the-us-confirm-that-aliens-exist-before-2027,200,
https://altcoin.observer/wes-streeting-challenges-keir-starmer-for-labor-leadership-amid-cross-party-tensions/,altcoin.observer,Altcoin Observer,starmer-out-in-2025,200,
https://americanfaith.com/iran-offers-new-peace-proposal/,americanfaith.com,American Faith,us-announces-new-iran-agreementceasefire-extension-by,200,
https://americantribune.com/jd-vance-dominates-americafest-2028-poll-results/,americantribune.com,American Tribune,presidential-election-winner-2028,200,
https://apnews.com/article/actor-awards-nominations-2026-3dbd2ef19fe72e82a5b9446db83bd508,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/africa-pope-leo-algeria-cameroon-biya-38cf8f52f94b891467eecf1009a94517,apnews.com,AP News,nobel-peace-prize-winner-2026-139,200,
https://apnews.com/article/ai-anthropic-defense-department-newsom-executive-order-fcc530aabb06f70390c1b501ee39830f,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/alan-albright-texas-general-news-texas-state-government-775266200dcfbdba915ce64d2df92202,apnews.com,AP News,texas-republican-senate-primary-winner,200,
https://apnews.com/article/andy-beshear-campaign-2026,apnews.com,AP News,democratic-presidential-nominee-2028,404,hallucinated_ap_url
https://apnews.com/article/andy-beshear-polls-2026,apnews.com,AP News,democratic-presidential-nominee-2028,404,hallucinated_ap_url
https://apnews.com/article/aoc-presidential-announcement-2025,apnews.com,AP,presidential-election-winner-2028,404,hallucinated_ap_url
https://apnews.com/article/bill-hillary-clinton-epstein-congress-contempt-ad1f880ed716665f210025d8e57ff112,apnews.com,AP News,ky-04-republican-primary-winner,200,
https://apnews.com/article/brazil-2026-election-poll-renan-santos,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-2026-election-renan-santos-poll-correction,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-amazon-mining-2026-04-18,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-bolsonaro-fall-bed-prison-hospital-health-c20b5d799863cb65e9642a27b0d088ce,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-bolsonaro-hernia-surgery-prison-cf213deef6fdd4c15d903e47bae2c6ba,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-bolsonaro-leaves-hospital-brasilia-f06831db24efea5780466055f4514544,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-bolsonaro-prison-68d63217f7f7e7cc6da5d48a47bd0593,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-bolsonaro-released-hospital-brasilia-f06831db24efea5780466055f4514544,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-bolsonaro-succession-senator-flavio-bolsonaro-4e2023374e4f4c186477562d6e6d6bfc,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-coup-plot-house-arrests-5b74f4b78ecf7f802c62434f38f128a3,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-economy-politics-finance-minister-war-fc397a97a74c8cf996152271bd77181c,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-economy-slowdown-2026-04-24,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-flavio-interview-2026-05-12,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-flavio-platform-2026-02-16,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-lula-pope-trump-criticism-3654bc7714302443d0f1042de726f41e,apnews.com,AP News,nobel-peace-prize-winner-2026-139,200,
https://apnews.com/article/brazil-lula-veto-bolsonaro-coup-anniversary-3da8182efdb773060196b54a0f03a0b4,apnews.com,AP News,brazil-presidential-election,200,
https://apnews.com/article/brazil-polls-debate-2025-12-30,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-santana-social-programs-2026,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/brazil-zema-economic-plan-2026,apnews.com,AP News,brazil-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/britain-elections-labour-starmer-reform-f17a122a0cfcc3595ef01f142517b0b6,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-elections-labour-starmer-reform-farage-f17a122a0cfcc3595ef01f142517b0b6,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-elections-starmer-labour-04241e4a566985eebe06715b9a63d94f,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-jeffrey-epstein-mandelson-e6e21888de8a89b6f9dd2a5fe586ea6c,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-poisoned-spy-russia-novichok-putin-f7d218aff9380e28f76f7678a552c9aa,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-social-media-ban-australia-teen-harm-c59c76db73a8c1cfac28c8264738e395,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/britain-starmer-mandelson-epstein-vetting-ambassador-trump-35c2c302e7370efcd0098b5b9419c72e,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/byron-donalds-donald-trump-florida-governor-desantis-7cf12bdb0899d0165c4cbd98e5b3abe3,apnews.com,AP News,republican-presidential-nominee-2028,200,
https://apnews.com/article/california-billionaire-tax-gavin-newsom-silicon-valley-483f5bc9b3ef5105fb9275f0d91000ad,apnews.com,AP News,california-governor-election-2026; democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-billionaires-bernie-sanders-gavin-newsom,apnews.com,AP News,democratic-presidential-nominee-2028,404,hallucinated_ap_url
https://apnews.com/article/california-billionaires-bernie-sanders-gavin-newsom-87a1e54f463aad49a2093382969e5cca,apnews.com,AP; AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-billionaires-bernie-sanders-gavin-newsom-democrats-87a1e54f463aad49a2093382969e5cca,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-budget-gavin-newsom-last-year-deficits-6811fe4519bac5145f4002959690a280,apnews.com,AP News,democratic-presidential-nominee-2028; presidential-election-winner-2028,200,
https://apnews.com/article/california-cities-housing-overhaul-zoning-affe1a72c808bd50fe095179d4a87118,apnews.com,AP News,los-angeles-mayoral-election-117,200,
https://apnews.com/article/california-free-newborn-diapers-newsom-56ba887bbd92d61bd56b58c6cfd8b04f,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-2026-katie-porter-kamala-harris-ad1fadd10a0f32ef36f75aa3f14c82d6,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-2026-rick-caruso-49,apnews.com,AP News,california-governor-election-2026,404,hallucinated_ap_url
https://apnews.com/article/california-governor-2026-stephen-cloobeck-49,apnews.com,AP News,california-governor-election-2026,404,hallucinated_ap_url
https://apnews.com/article/california-governor-2026-xavier-becerra-newsom-harris-00f7ad96bd6e0f443da5f8e8727e0d52,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-debate-usc-candidates-bias-91539c81a8ecaf8612c0eacd04dc1312,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-democrats-2026-primary-6e55c315e687a8cae88012a404753b07,apnews.com,AP,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-democrats-gavin-newsom-republicans-porter-7138e44bd9f4d474910e111aea13d8c4,apnews.com,AP News,california-governor-election-2026; democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-democrats-tom-steyer-1de30f4501b91c3bc9969c54aa13c19d,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-democrats-tom-steyer-6e55c315e687a8cae88012a404753b07,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-democrats-tom-steyer-billionaire-6e55c315e687a8cae88012a404753b07,apnews.com,AP News,california-governor-election-2026; democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-donald-trump-endorsement-steve-hilton-0c3b0f4752466e3fd12463cbb49c079c,apnews.com,AP News,california-governor-election-2026,404,
https://apnews.com/article/california-governor-donald-trump-endorsement-steve-hilton-0c3b0f4752466e3fd12463cbb49c079d,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-election-kamala-harris-2026,apnews.com,AP News,democratic-presidential-nominee-2028,404,hallucinated_ap_url
https://apnews.com/article/california-governor-election-tom-steyer-1de30f4501b91c3bc9969c54aa13c19d,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-race-matt-mahan-219b8085a1f1f6400f6f0f13707274b4,apnews.com,AP News,california-governor-election-2026; democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-governor-race-poll-2025,apnews.com,AP News,democratic-presidential-nominee-2028,404,hallucinated_ap_url
https://apnews.com/article/california-governor-race-riverside-county-sheriff-9f251ca0f09a16344ae3902c7ffe009e,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-governor-riverside-county-sheriff-9f251ca0f09a16344ae3902c7ffe009e,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/california-highspeed-rail-funds-lawsuit-trump-administration-c784bfd941fd8bda80e3a8e45c21ed0e,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-newsom-state-speech-address-381b1657bf97fe5dcd92a7c1fd2d651e,apnews.com,AP; AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/california-special-election-newsom-2025,apnews.com,Associated Press,presidential-election-winner-2028,404,hallucinated_ap_url
https://apnews.com/article/colombia-attacks-police-drones-cali-palmira-934ae0da6de9d751941e5971e8de0f17,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-barreras-primary-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-conservative-endorsement-2025,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-cordoba-scandal-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-davila-withdrawal-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-debate-paloma-valencia-2025,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-april-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-campaign-boost,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-campaign-issues,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-debate-march-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-final-polls,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-final-polls-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-may-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-policy-proposals,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-polls-march-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-election-scandal-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-fajardo-withdrawal-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-farc-rebels-surrendering-gold-1daa1868d09377232c50952c841efcd7,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-hipopotamos-escobar-eutanasia-0e4f3a0a965ef2435cd2e8534f81cb1c,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-horse-carriages-electric-b7b9f43cb7c0afb344aa626708afbfd6,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-murillo-withdrawal-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-norte-de-santander-plane-crash-e608d09263a2312fb8084a25a1e4ac9d,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-petro-trump-venezuela-maduro-eaf98a41ae427a2d218910606a6fa3e0,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-presidential-election-2025,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-presidential-miguel-uribe-londono-3e0224f23b62e2f9fecf0dee002c7684,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/colombia-presidential-polls-2025,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-us-petro-meeting-trump-2026,apnews.com,AP News,colombia-presidential-election,404,hallucinated_ap_url
https://apnews.com/article/colombia-us-petro-meeting-trump-cdaddced43a05cb94d23a5d106bf3074,apnews.com,AP News,colombia-presidential-election,200,
https://apnews.com/article/congo-rwanda-trump-peace-deal-conflict-us-033736c256c921f7e70a603a3ab1bf96,apnews.com,AP News,nobel-peace-prize-winner-2026-139; us-x-iran-permanent-peace-deal-by,200,
https://apnews.com/article/congress-kentucky-massie-gallrein-venezuela-c6942fd0734a2381fd9b1de06f4331de,apnews.com,AP News,ky-04-republican-primary-winner,200,
https://apnews.com/article/cuba-akm-rifle-silvio-rodriguez,apnews.com,AP News,will-the-us-confirm-that-aliens-exist-before-2027,404,hallucinated_ap_url
https://apnews.com/article/cuba-akm-rifle-silvio-rodriguez-president-ca7c8bfa62def06608b0f286485456,apnews.com,AP News,will-the-us-confirm-that-aliens-exist-before-2027,404,
https://apnews.com/article/davos-greenland-trump-macron-newsom-wef-leyen-ee1791fd72153cef9bd428e2d37cc354,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/doj-delays-epstein-files-2026-02-07,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/doj-epstein-files-delay,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/doj-epstein-files-delay-massie,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/donald-trump-democrats-immigration-minneapolis-1108b6228c0f088aa85d4c6d8ce744ba,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/donald-trump-donald-trump-es-crime-theft-gavin-newsom-0168bed2c3087b863c0898e2a5bdf2c2,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/dyslexia-trump-newsom-insults-learning-disability-53e47ca7c7d4d0d16eb42a9a012a85e0,apnews.com,AP News,democratic-presidential-nominee-2028,200,
https://apnews.com/article/ed-gallrein-kentucky-primary-filing,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/elections-house-senate-congress-midterms-387549d4d5e682cf8ce8205d96d07ca7,apnews.com,AP News,texas-republican-senate-primary-winner,200,
https://apnews.com/article/epstein-congress-neutral-expert-dfff6c2f06162a4a7a637fe22c4e2dc1,apnews.com,AP News,ky-04-republican-primary-winner,200,
https://apnews.com/article/epstein-congress-neutral-expert-justice-department-files-cd02bb95beb63354481ca6eb8865dc07,apnews.com,AP News,ky-04-republican-primary-winner,200,
https://apnews.com/article/epstein-files-justice-department,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/epstein-files-justice-department-trump-9e3a6f572859a5ff12616bb04409ae8c,apnews.com,AP News,ky-04-republican-primary-winner,200,
https://apnews.com/article/epstein-files-justice-department-trump-ed743598c320b94bd9d91631618678d9,apnews.com,AP News,starmer-out-in-2025,200,
https://apnews.com/article/epstein-files-massie-criticism-2025-12-20,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/epstein-files-transparency-act-massie,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/eric-swalwell-congress-california-governor-election-f485eacb0aa43d04e534430cfaa704e1,apnews.com,AP News,california-governor-election-2026; democratic-presidential-nominee-2028,200,
https://apnews.com/article/eric-swalwell-congress-rape-accusation-california-bd42cd883afdcb20990c3fa4b0d82f9d,apnews.com,AP News,california-governor-election-2026,200,
https://apnews.com/article/ethington-withdrawal-ky04,apnews.com,AP News,ky-04-republican-primary-winner,404,hallucinated_ap_url
https://apnews.com/article/fed-powell-central-banks-trump-98403522c4a6315229f4b87fab467820,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-investigation-powell-justice-department-28d04cc0d99cda25cea69931f65e25d3,apnews.com,AP News,fed-decision-in-june-825; who-will-be-confirmed-as-fed-chair,200,
https://apnews.com/article/federal-reserve-jerome-powell-lisa-cook-supreme-court-7f135bd222013d4fe61eb8f03c663676,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-jerome-powell-trump-16f1777a974cf0dece60d78abe4eb973,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-jerome-powell-trump-powell-rates-99d90bab1ba2faa0fc5d4a6106125da7,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-kevin-warsh-jerome-powell-dd88a3f06eddcada4db555fe11e547eb,apnews.com,AP News,who-will-be-confirmed-as-fed-chair,200,
https://apnews.com/article/federal-reserve-trump-bessent-6ddd9c8b204668551caecf6c5fe51388,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-trump-powell-federal-reserve-independence-5c2ec1a37dc4aca6a59544f8b4513a45,apnews.com,AP News,fed-decision-in-june-825,200,
https://apnews.com/article/federal-reserve-trump-powell-inflation-c13913c9e007981f075fb3b22d4a4cec,apnews.com,AP News,fed-decision-in-june-825,200,
